docid	document_content
9719	"{""category_name"": ""Weather"", ""tool_name"": ""Weather API - By Any City"", ""api_name"": ""Get Weather Updates"", ""api_description"": ""This endpoint get all necessary weather information"", ""required_parameters"": [{""name"": ""city"", ""type"": ""string"", ""description"": """", ""default"": ""London""}], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""location"": {""name"": ""str"", ""region"": ""str"", ""country"": ""str"", ""lat"": ""float"", ""lon"": ""float"", ""tz_id"": ""str"", ""localtime_epoch"": ""int"", ""localtime"": ""str""}, ""current"": {""last_updated_epoch"": ""int"", ""last_updated"": ""str"", ""temp_c"": ""int"", ""temp_f"": ""int"", ""is_day"": ""int"", ""condition"": {""text"": ""str"", ""icon"": ""str"", ""code"": ""int""}, ""wind_mph"": ""float"", ""wind_kph"": ""float"", ""wind_degree"": ""int"", ""wind_dir"": ""str"", ""pressure_mb"": ""int"", ""pressure_in"": ""float"", ""precip_mm"": ""int"", ""precip_in"": ""int"", ""humidity"": ""int"", ""cloud"": ""int"", ""feelslike_c"": ""float"", ""feelslike_f"": ""float"", ""vis_km"": ""int"", ""vis_miles"": ""int"", ""uv"": ""int"", ""gust_mph"": ""float"", ""gust_kph"": ""float""}}}"
9719	"{""category_name"": ""Weather"", ""tool_name"": ""Weather API - By Any City"", ""api_name"": ""Get Weather Updates"", ""api_description"": ""This endpoint get all necessary weather information"", ""required_parameters"": [{""name"": ""city"", ""type"": ""string"", ""description"": """", ""default"": ""London""}], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""location"": {""name"": ""str"", ""region"": ""str"", ""country"": ""str"", ""lat"": ""float"", ""lon"": ""float"", ""tz_id"": ""str"", ""localtime_epoch"": ""int"", ""localtime"": ""str""}, ""current"": {""last_updated_epoch"": ""int"", ""last_updated"": ""str"", ""temp_c"": ""int"", ""temp_f"": ""int"", ""is_day"": ""int"", ""condition"": {""text"": ""str"", ""icon"": ""str"", ""code"": ""int""}, ""wind_mph"": ""float"", ""wind_kph"": ""float"", ""wind_degree"": ""int"", ""wind_dir"": ""str"", ""pressure_mb"": ""int"", ""pressure_in"": ""float"", ""precip_mm"": ""int"", ""precip_in"": ""int"", ""humidity"": ""int"", ""cloud"": ""int"", ""feelslike_c"": ""float"", ""feelslike_f"": ""float"", ""vis_km"": ""int"", ""vis_miles"": ""int"", ""uv"": ""int"", ""gust_mph"": ""float"", ""gust_kph"": ""float""}}}"
9720	"{""category_name"": ""Weather"", ""tool_name"": ""CurrencyConverter"", ""api_name"": ""weather"", ""api_description"": ""aaaaaaaa"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9720	"{""category_name"": ""Weather"", ""tool_name"": ""CurrencyConverter"", ""api_name"": ""weather"", ""api_description"": ""aaaaaaaa"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9720	"{""category_name"": ""Weather"", ""tool_name"": ""CurrencyConverter"", ""api_name"": ""weather"", ""api_description"": ""aaaaaaaa"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9721	"{""category_name"": ""Weather"", ""tool_name"": ""Open Weather Map"", ""api_name"": ""current weather data"", ""api_description"": ""current weather data"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9721	"{""category_name"": ""Weather"", ""tool_name"": ""Open Weather Map"", ""api_name"": ""current weather data"", ""api_description"": ""current weather data"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9721	"{""category_name"": ""Weather"", ""tool_name"": ""Open Weather Map"", ""api_name"": ""current weather data"", ""api_description"": ""current weather data"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9722	"{""category_name"": ""Weather"", ""tool_name"": ""The Weather API"", ""api_name"": ""weather report"", ""api_description"": ""Gives weather report of a particular city."", ""required_parameters"": [{""name"": ""cityName"", ""type"": ""string"", ""description"": """", ""default"": ""mumbai""}], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9722	"{""category_name"": ""Weather"", ""tool_name"": ""The Weather API"", ""api_name"": ""weather report"", ""api_description"": ""Gives weather report of a particular city."", ""required_parameters"": [{""name"": ""cityName"", ""type"": ""string"", ""description"": """", ""default"": ""mumbai""}], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9722	"{""category_name"": ""Weather"", ""tool_name"": ""The Weather API"", ""api_name"": ""weather report"", ""api_description"": ""Gives weather report of a particular city."", ""required_parameters"": [{""name"": ""cityName"", ""type"": ""string"", ""description"": """", ""default"": ""mumbai""}], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9723	"{""category_name"": ""Weather"", ""tool_name"": ""Monitoring Syatem"", ""api_name"": ""Weather"", ""api_description"": ""Weather details Monitoring and Update in mobile"", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""data"", ""type"": ""STRING"", ""description"": ""Weather Details Monitoring"", ""default"": ""1""}], ""method"": ""GET"", ""template_response"": {""weather_id"": ""str"", ""date"": ""str"", ""temperature"": ""str"", ""humidity"": ""str"", ""pollen"": ""str"", ""air"": ""str"", ""so"": ""str"", ""no"": ""str"", ""type"": ""str""}}"
9723	"{""category_name"": ""Weather"", ""tool_name"": ""Monitoring Syatem"", ""api_name"": ""Weather"", ""api_description"": ""Weather details Monitoring and Update in mobile"", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""data"", ""type"": ""STRING"", ""description"": ""Weather Details Monitoring"", ""default"": ""1""}], ""method"": ""GET"", ""template_response"": {""weather_id"": ""str"", ""date"": ""str"", ""temperature"": ""str"", ""humidity"": ""str"", ""pollen"": ""str"", ""air"": ""str"", ""so"": ""str"", ""no"": ""str"", ""type"": ""str""}}"
9723	"{""category_name"": ""Weather"", ""tool_name"": ""Monitoring Syatem"", ""api_name"": ""Weather"", ""api_description"": ""Weather details Monitoring and Update in mobile"", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""data"", ""type"": ""STRING"", ""description"": ""Weather Details Monitoring"", ""default"": ""1""}], ""method"": ""GET"", ""template_response"": {""weather_id"": ""str"", ""date"": ""str"", ""temperature"": ""str"", ""humidity"": ""str"", ""pollen"": ""str"", ""air"": ""str"", ""so"": ""str"", ""no"": ""str"", ""type"": ""str""}}"
9724	"{""category_name"": ""Weather"", ""tool_name"": ""havo"", ""api_name"": ""weatherendpoin"", ""api_description"": ""ob havo"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9724	"{""category_name"": ""Weather"", ""tool_name"": ""havo"", ""api_name"": ""weatherendpoin"", ""api_description"": ""ob havo"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9724	"{""category_name"": ""Weather"", ""tool_name"": ""havo"", ""api_name"": ""weatherendpoin"", ""api_description"": ""ob havo"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9725	"{""category_name"": ""Weather"", ""tool_name"": ""Weather by API-Ninjas"", ""api_name"": ""/v1/weather"", ""api_description"": ""API Ninjas Weather API endpoint."", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""country"", ""type"": ""STRING"", ""description"": ""Country name."", ""default"": """"}, {""name"": ""lon"", ""type"": ""STRING"", ""description"": ""Longitude of desired location. If used, **lat** parameter must also be supplied."", ""default"": """"}, {""name"": ""zip"", ""type"": ""NUMBER"", ""description"": ""5-digit Zip code (United States only)."", ""default"": """"}, {""name"": ""state"", ""type"": ""STRING"", ""description"": ""US state (United States only)."", ""default"": """"}, {""name"": ""city"", ""type"": ""STRING"", ""description"": ""City name."", ""default"": ""Seattle""}, {""name"": ""lat"", ""type"": ""NUMBER"", ""description"": ""Latitude of desired location. If used, **lon** parameter must also be supplied."", ""default"": """"}], ""method"": ""GET"", ""template_response"": {""cloud_pct"": ""int"", ""temp"": ""int"", ""feels_like"": ""int"", ""humidity"": ""int"", ""min_temp"": ""int"", ""max_temp"": ""int"", ""wind_speed"": ""float"", ""wind_degrees"": ""int"", ""sunrise"": ""int"", ""sunset"": ""int""}}"
9725	"{""category_name"": ""Weather"", ""tool_name"": ""Weather by API-Ninjas"", ""api_name"": ""/v1/weather"", ""api_description"": ""API Ninjas Weather API endpoint."", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""country"", ""type"": ""STRING"", ""description"": ""Country name."", ""default"": """"}, {""name"": ""lon"", ""type"": ""STRING"", ""description"": ""Longitude of desired location. If used, **lat** parameter must also be supplied."", ""default"": """"}, {""name"": ""zip"", ""type"": ""NUMBER"", ""description"": ""5-digit Zip code (United States only)."", ""default"": """"}, {""name"": ""state"", ""type"": ""STRING"", ""description"": ""US state (United States only)."", ""default"": """"}, {""name"": ""city"", ""type"": ""STRING"", ""description"": ""City name."", ""default"": ""Seattle""}, {""name"": ""lat"", ""type"": ""NUMBER"", ""description"": ""Latitude of desired location. If used, **lon** parameter must also be supplied."", ""default"": """"}], ""method"": ""GET"", ""template_response"": {""cloud_pct"": ""int"", ""temp"": ""int"", ""feels_like"": ""int"", ""humidity"": ""int"", ""min_temp"": ""int"", ""max_temp"": ""int"", ""wind_speed"": ""float"", ""wind_degrees"": ""int"", ""sunrise"": ""int"", ""sunset"": ""int""}}"
9725	"{""category_name"": ""Weather"", ""tool_name"": ""Weather by API-Ninjas"", ""api_name"": ""/v1/weather"", ""api_description"": ""API Ninjas Weather API endpoint."", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""country"", ""type"": ""STRING"", ""description"": ""Country name."", ""default"": """"}, {""name"": ""lon"", ""type"": ""STRING"", ""description"": ""Longitude of desired location. If used, **lat** parameter must also be supplied."", ""default"": """"}, {""name"": ""zip"", ""type"": ""NUMBER"", ""description"": ""5-digit Zip code (United States only)."", ""default"": """"}, {""name"": ""state"", ""type"": ""STRING"", ""description"": ""US state (United States only)."", ""default"": """"}, {""name"": ""city"", ""type"": ""STRING"", ""description"": ""City name."", ""default"": ""Seattle""}, {""name"": ""lat"", ""type"": ""NUMBER"", ""description"": ""Latitude of desired location. If used, **lon** parameter must also be supplied."", ""default"": """"}], ""method"": ""GET"", ""template_response"": {""cloud_pct"": ""int"", ""temp"": ""int"", ""feels_like"": ""int"", ""humidity"": ""int"", ""min_temp"": ""int"", ""max_temp"": ""int"", ""wind_speed"": ""float"", ""wind_degrees"": ""int"", ""sunrise"": ""int"", ""sunset"": ""int""}}"
9727	"{""category_name"": ""Weather"", ""tool_name"": ""Sun Seeker API"", ""api_name"": ""sunposition"", ""api_description"": ""Parameters:\nlat (float): The latitude of the location for which you want to get the solar position. The value should be between -90 and 90 degrees.\nlon (float): The longitude of the location for which you want to get the solar position. The value should be between -180 and 180 degrees."", ""required_parameters"": [{""name"": ""lat"", ""type"": ""STRING"", ""description"": """", ""default"": ""37.788022""}, {""name"": ""lon"", ""type"": ""STRING"", ""description"": """", ""default"": ""-122.399797""}], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""azimuth"": ""float"", ""elevation"": ""float""}}"
9727	"{""category_name"": ""Weather"", ""tool_name"": ""Sun Seeker API"", ""api_name"": ""sunposition"", ""api_description"": ""Parameters:\nlat (float): The latitude of the location for which you want to get the solar position. The value should be between -90 and 90 degrees.\nlon (float): The longitude of the location for which you want to get the solar position. The value should be between -180 and 180 degrees."", ""required_parameters"": [{""name"": ""lat"", ""type"": ""STRING"", ""description"": """", ""default"": ""37.788022""}, {""name"": ""lon"", ""type"": ""STRING"", ""description"": """", ""default"": ""-122.399797""}], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""azimuth"": ""float"", ""elevation"": ""float""}}"
9727	"{""category_name"": ""Weather"", ""tool_name"": ""Sun Seeker API"", ""api_name"": ""sunposition"", ""api_description"": ""Parameters:\nlat (float): The latitude of the location for which you want to get the solar position. The value should be between -90 and 90 degrees.\nlon (float): The longitude of the location for which you want to get the solar position. The value should be between -180 and 180 degrees."", ""required_parameters"": [{""name"": ""lat"", ""type"": ""STRING"", ""description"": """", ""default"": ""37.788022""}, {""name"": ""lon"", ""type"": ""STRING"", ""description"": """", ""default"": ""-122.399797""}], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""azimuth"": ""float"", ""elevation"": ""float""}}"
9728	"{""category_name"": ""Weather"", ""tool_name"": ""Qwiper Weather"", ""api_name"": ""M\u00e9t\u00e9o d'aujourd'hui - Niamey, Niger"", ""api_description"": ""Obtenez la temp\u00e9rature, les conditions du ciel, les vents, l'humidit\u00e9, etc. pour la ville de Niamey."", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9728	"{""category_name"": ""Weather"", ""tool_name"": ""Qwiper Weather"", ""api_name"": ""M\u00e9t\u00e9o d'aujourd'hui - Niamey, Niger"", ""api_description"": ""Obtenez la temp\u00e9rature, les conditions du ciel, les vents, l'humidit\u00e9, etc. pour la ville de Niamey."", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9728	"{""category_name"": ""Weather"", ""tool_name"": ""Qwiper Weather"", ""api_name"": ""M\u00e9t\u00e9o d'aujourd'hui - Niamey, Niger"", ""api_description"": ""Obtenez la temp\u00e9rature, les conditions du ciel, les vents, l'humidit\u00e9, etc. pour la ville de Niamey."", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
9729	"{""category_name"": ""Weather"", ""tool_name"": ""Test_v2"", ""api_name"": ""Rest"", ""api_description"": ""rest endpoint"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9729	"{""category_name"": ""Weather"", ""tool_name"": ""Test_v2"", ""api_name"": ""Rest"", ""api_description"": ""rest endpoint"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9729	"{""category_name"": ""Weather"", ""tool_name"": ""Test_v2"", ""api_name"": ""Rest"", ""api_description"": ""rest endpoint"", ""required_parameters"": [], ""optional_parameters"": [], ""method"": ""GET""}"
9730	"{""category_name"": ""News_Media"", ""tool_name"": ""getMedia"", ""api_name"": ""get media"", ""api_description"": ""Get Media"", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""title"", ""type"": ""STRING"", ""description"": """", ""default"": """"}], ""method"": ""GET""}"
9730	"{""category_name"": ""News_Media"", ""tool_name"": ""getMedia"", ""api_name"": ""get media"", ""api_description"": ""Get Media"", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""title"", ""type"": ""STRING"", ""description"": """", ""default"": """"}], ""method"": ""GET""}"
9730	"{""category_name"": ""News_Media"", ""tool_name"": ""getMedia"", ""api_name"": ""get media"", ""api_description"": ""Get Media"", ""required_parameters"": [], ""optional_parameters"": [{""name"": ""title"", ""type"": ""STRING"", ""description"": """", ""default"": """"}], ""method"": ""GET""}"
7643	"{""category_name"": ""eCommerce"", ""tool_name"": ""Real-Time Amazon Data"", ""api_name"": ""Search"", ""api_description"": ""Search for products offers on Amazon."", ""required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""Search query. Supports both free-form text queries or a product asin."", ""default"": ""Phone""}], ""optional_parameters"": [{""name"": ""min_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price greater than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""brand"", ""type"": ""STRING"", ""description"": ""Find products with a specific brand. Multiple brands can be specified as a comma (,) separated list. The brand values can be seen from Amazon's search left filters panel, as seen [here](https://www.amazon.com/s?k=phone).\n\n**e.g.** `SAMSUNG`\n**e.g.** `Google,Apple`"", ""default"": """"}, {""name"": ""max_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price lower than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""page"", ""type"": ""STRING"", ""description"": ""Results page to return.\n\n**Default:** `1`"", ""default"": ""1""}, {""name"": ""country"", ""type"": ""STRING"", ""description"": ""Sets the marketplace country, language and currency. \n\n**Default:** `US`\n\n**Allowed values:**  `US, AU, BR, CA, CN, FR, DE, IN, IT, MX, NL, SG, ES, TR, AE, GB, JP`\n"", ""default"": ""US""}, {""name"": ""category_id"", ""type"": ""STRING"", ""description"": ""Find products in a specific category / department. Use the **Product Category List** endpoint to get a list of valid categories and their ids for the country specified in the request.\n\n**Default:** `aps` (All Departments)"", ""default"": ""aps""}, {""name"": ""sort_by"", ""type"": ""ENUM"", ""description"": ""Return the results in a specific sort order.\n\n**Default:** `RELEVANCE`\n\n**Allowed values:** `RELEVANCE, LOWEST_PRICE, HIGHEST_PRICE, REVIEWS, NEWEST`\n"", ""default"": """"}], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
7643	"{""category_name"": ""eCommerce"", ""tool_name"": ""Real-Time Amazon Data"", ""api_name"": ""Search"", ""api_description"": ""Search for products offers on Amazon."", ""required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""Search query. Supports both free-form text queries or a product asin."", ""default"": ""Phone""}], ""optional_parameters"": [{""name"": ""min_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price greater than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""brand"", ""type"": ""STRING"", ""description"": ""Find products with a specific brand. Multiple brands can be specified as a comma (,) separated list. The brand values can be seen from Amazon's search left filters panel, as seen [here](https://www.amazon.com/s?k=phone).\n\n**e.g.** `SAMSUNG`\n**e.g.** `Google,Apple`"", ""default"": """"}, {""name"": ""max_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price lower than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""page"", ""type"": ""STRING"", ""description"": ""Results page to return.\n\n**Default:** `1`"", ""default"": ""1""}, {""name"": ""country"", ""type"": ""STRING"", ""description"": ""Sets the marketplace country, language and currency. \n\n**Default:** `US`\n\n**Allowed values:**  `US, AU, BR, CA, CN, FR, DE, IN, IT, MX, NL, SG, ES, TR, AE, GB, JP`\n"", ""default"": ""US""}, {""name"": ""category_id"", ""type"": ""STRING"", ""description"": ""Find products in a specific category / department. Use the **Product Category List** endpoint to get a list of valid categories and their ids for the country specified in the request.\n\n**Default:** `aps` (All Departments)"", ""default"": ""aps""}, {""name"": ""sort_by"", ""type"": ""ENUM"", ""description"": ""Return the results in a specific sort order.\n\n**Default:** `RELEVANCE`\n\n**Allowed values:** `RELEVANCE, LOWEST_PRICE, HIGHEST_PRICE, REVIEWS, NEWEST`\n"", ""default"": """"}], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
7643	"{""category_name"": ""eCommerce"", ""tool_name"": ""Real-Time Amazon Data"", ""api_name"": ""Search"", ""api_description"": ""Search for products offers on Amazon."", ""required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""Search query. Supports both free-form text queries or a product asin."", ""default"": ""Phone""}], ""optional_parameters"": [{""name"": ""min_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price greater than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""brand"", ""type"": ""STRING"", ""description"": ""Find products with a specific brand. Multiple brands can be specified as a comma (,) separated list. The brand values can be seen from Amazon's search left filters panel, as seen [here](https://www.amazon.com/s?k=phone).\n\n**e.g.** `SAMSUNG`\n**e.g.** `Google,Apple`"", ""default"": """"}, {""name"": ""max_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price lower than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""page"", ""type"": ""STRING"", ""description"": ""Results page to return.\n\n**Default:** `1`"", ""default"": ""1""}, {""name"": ""country"", ""type"": ""STRING"", ""description"": ""Sets the marketplace country, language and currency. \n\n**Default:** `US`\n\n**Allowed values:**  `US, AU, BR, CA, CN, FR, DE, IN, IT, MX, NL, SG, ES, TR, AE, GB, JP`\n"", ""default"": ""US""}, {""name"": ""category_id"", ""type"": ""STRING"", ""description"": ""Find products in a specific category / department. Use the **Product Category List** endpoint to get a list of valid categories and their ids for the country specified in the request.\n\n**Default:** `aps` (All Departments)"", ""default"": ""aps""}, {""name"": ""sort_by"", ""type"": ""ENUM"", ""description"": ""Return the results in a specific sort order.\n\n**Default:** `RELEVANCE`\n\n**Allowed values:** `RELEVANCE, LOWEST_PRICE, HIGHEST_PRICE, REVIEWS, NEWEST`\n"", ""default"": """"}], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
7643	"{""category_name"": ""eCommerce"", ""tool_name"": ""Real-Time Amazon Data"", ""api_name"": ""Search"", ""api_description"": ""Search for products offers on Amazon."", ""required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""Search query. Supports both free-form text queries or a product asin."", ""default"": ""Phone""}], ""optional_parameters"": [{""name"": ""min_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price greater than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""brand"", ""type"": ""STRING"", ""description"": ""Find products with a specific brand. Multiple brands can be specified as a comma (,) separated list. The brand values can be seen from Amazon's search left filters panel, as seen [here](https://www.amazon.com/s?k=phone).\n\n**e.g.** `SAMSUNG`\n**e.g.** `Google,Apple`"", ""default"": """"}, {""name"": ""max_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price lower than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""page"", ""type"": ""STRING"", ""description"": ""Results page to return.\n\n**Default:** `1`"", ""default"": ""1""}, {""name"": ""country"", ""type"": ""STRING"", ""description"": ""Sets the marketplace country, language and currency. \n\n**Default:** `US`\n\n**Allowed values:**  `US, AU, BR, CA, CN, FR, DE, IN, IT, MX, NL, SG, ES, TR, AE, GB, JP`\n"", ""default"": ""US""}, {""name"": ""category_id"", ""type"": ""STRING"", ""description"": ""Find products in a specific category / department. Use the **Product Category List** endpoint to get a list of valid categories and their ids for the country specified in the request.\n\n**Default:** `aps` (All Departments)"", ""default"": ""aps""}, {""name"": ""sort_by"", ""type"": ""ENUM"", ""description"": ""Return the results in a specific sort order.\n\n**Default:** `RELEVANCE`\n\n**Allowed values:** `RELEVANCE, LOWEST_PRICE, HIGHEST_PRICE, REVIEWS, NEWEST`\n"", ""default"": """"}], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
7643	"{""category_name"": ""eCommerce"", ""tool_name"": ""Real-Time Amazon Data"", ""api_name"": ""Search"", ""api_description"": ""Search for products offers on Amazon."", ""required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""Search query. Supports both free-form text queries or a product asin."", ""default"": ""Phone""}], ""optional_parameters"": [{""name"": ""min_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price greater than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""brand"", ""type"": ""STRING"", ""description"": ""Find products with a specific brand. Multiple brands can be specified as a comma (,) separated list. The brand values can be seen from Amazon's search left filters panel, as seen [here](https://www.amazon.com/s?k=phone).\n\n**e.g.** `SAMSUNG`\n**e.g.** `Google,Apple`"", ""default"": """"}, {""name"": ""max_price"", ""type"": ""NUMBER"", ""description"": ""Only return product offers with price lower than a certain value. Specified in the currency of the selected country. For example, in case country=US, a value of *105.34* means *$105.34*."", ""default"": """"}, {""name"": ""page"", ""type"": ""STRING"", ""description"": ""Results page to return.\n\n**Default:** `1`"", ""default"": ""1""}, {""name"": ""country"", ""type"": ""STRING"", ""description"": ""Sets the marketplace country, language and currency. \n\n**Default:** `US`\n\n**Allowed values:**  `US, AU, BR, CA, CN, FR, DE, IN, IT, MX, NL, SG, ES, TR, AE, GB, JP`\n"", ""default"": ""US""}, {""name"": ""category_id"", ""type"": ""STRING"", ""description"": ""Find products in a specific category / department. Use the **Product Category List** endpoint to get a list of valid categories and their ids for the country specified in the request.\n\n**Default:** `aps` (All Departments)"", ""default"": ""aps""}, {""name"": ""sort_by"", ""type"": ""ENUM"", ""description"": ""Return the results in a specific sort order.\n\n**Default:** `RELEVANCE`\n\n**Allowed values:** `RELEVANCE, LOWEST_PRICE, HIGHEST_PRICE, REVIEWS, NEWEST`\n"", ""default"": """"}], ""method"": ""GET"", ""template_response"": {""message"": ""str""}}"
